,0
0,29.504009620893186
1,29.401618596630538
2,29.401732300621
3,29.404616486458337
4,29.4025828219503
5,29.402206687191594
6,29.402457129424747
7,29.400054326889315
8,29.397681943468868
9,29.395318408509826
10,29.393041365731094
11,29.392155325504415
12,29.390784120459475
13,29.39066817651473
14,29.38895996264977
15,29.38934145613302
16,29.38985579618131
17,29.393108998873025
18,29.392341744030112
19,29.394572523944834
20,29.394145658963296
21,29.396679420930067
22,29.398100560058253
23,29.39953796613101
24,29.399221756357523
25,29.399623997361182
26,29.39957790674793
27,29.40134809862762
28,29.401269918955087
29,29.40118265088439
30,29.401670852832883
31,29.40181915626164
32,29.403759281343323
33,29.40583331339312
34,29.405983161484862
35,29.406560905674436
36,29.406651234486496
37,29.406740593708182
38,29.40682807119012
39,29.406912770773058
40,29.40700076098319
41,29.407101419594838
42,29.40717913542526
43,29.407251709511424
44,29.40731866476415
45,29.407379596477384
46,29.407434166376863
47,29.407482097083218
48,29.4076631376961
49,29.407694085652626
50,29.407717492819245
51,29.407733352029837
52,29.40777815803921
53,29.40819809176557
54,29.40836746521653
55,29.408420131846054
56,29.408912571961924
57,29.40895230646203
58,29.408984834398485
59,29.40901016797912
60,29.40962072802284
61,29.410486791526004
62,29.41050564386761
63,29.41050124740206
64,29.410816761600415
65,29.411395907633164
66,29.41136387958677
67,29.411319456317063
68,29.41126311362615
69,29.411195317370016
70,29.411116523471723
71,29.411851092363385
72,29.411787625408788
73,29.411713171238237
74,29.411628082613557
75,29.412149135601734
76,29.412042205411442
77,29.411925676042067
78,29.41179983839124
79,29.411664959525478
80,29.41152130488684
81,29.411698450912873
82,29.411624803994883
83,29.411545095946988
84,29.411459516315155
85,29.41136823600495
86,29.411350440404387
87,29.41130011479527
88,29.411192488964222
89,29.411081098702503
90,29.410966130652174
91,29.41086648089624
92,29.411053919515375
93,29.411435482487754
94,29.411353899774276
95,29.411271382890302
96,29.41118793318055
97,29.411103559991943
98,29.411018279972655
99,29.41126890379305
100,29.41120995252666
101,29.411147936712954
102,29.411083464886257
103,29.411016501361246
104,29.41094702387555
105,29.410875022333816
106,29.41080049767136
107,29.410723460827906
108,29.410643931822673
109,29.410561938922093
110,29.410477517892442
111,29.41042378344919
112,29.410329746159263
113,29.41023337096352
114,29.41089912475231
115,29.41086540595114
116,29.410829250354123
117,29.410792104012867
118,29.410754043936368
119,29.410782041650446
120,29.410743781392267
121,29.410704763786836
122,29.41066504248871
123,29.410624670672856
124,29.410583701162274
125,29.41054218654876
126,29.410500179306116
127,29.410457731894894
128,29.410414896858196
129,29.410468111465704
130,29.410433987586465
131,29.41040034079887
132,29.41036714730566
133,29.410334379937165
134,29.410302012053982
135,29.41027001771907
136,29.410291180183293
137,29.41040357439414
138,29.41038695904191
139,29.41037042306263
140,29.41034456459831
141,29.41031670454413
142,29.410288251440935
143,29.41025924319312
144,29.410229717532175
145,29.410199712125785
146,29.410178025400988
147,29.41014652364435
148,29.410114721261138
149,29.410082645767737
150,29.410050325671072
151,29.41001779043543
152,29.410308494423937
153,29.410284077607326
154,29.410260680822468
155,29.410238353697544
156,29.410217146657605
157,29.410197110194662
158,29.410178294214955
159,29.410160747458303
160,29.410144516984268
161,29.41012964771993
162,29.41011618206486
163,29.410202180452927
164,29.410191536664325
165,29.410181999727392
166,29.410173595546112
167,29.41019598243081
168,29.410187965530998
169,29.410181353056917
170,29.410176174908027
171,29.410172455802492
172,29.410170215190252
173,29.410169467204508
174,29.410295991787322
175,29.410337625428575
176,29.410372622494783
177,29.410412343909876
178,29.410456666703002
179,29.41050546833773
180,29.410558626320547
181,29.41061601782514
182,29.41067751933793
183,29.41074300632981
184,29.410815839546107
185,29.410877167110208
186,29.41131930652675
187,29.411376882398216
188,29.411434706300284
189,29.411492763633113
190,29.41155103065529
191,29.411609476811165
192,29.4116680657654
193,29.411726756352543
194,29.41178550344805
195,29.411844258766553
196,29.411902971592475
197,29.412154920074904
198,29.412202794344147
199,29.41225042204756
200,29.412297766368578
201,29.41234479002328
202,29.41239146070105
203,29.412437750756908
204,29.412483636900763
205,29.41252909988657
206,29.412574124204408
207,29.412618697777813
208,29.41276170483005
209,29.412806092086868
210,29.4128500997253
211,29.412893691903353
212,29.412936836957037
213,29.412979507289823
214,29.413021679239684
215,29.413063332927855
216,29.413104452092853
217,29.413165111175672
218,29.413202349823216
219,29.413239306307442
220,29.41350249561944
221,29.41358891099041
222,29.413626141714378
223,29.41366317434263
224,29.413700419488425
225,29.41422172414735
226,29.414301105182943
227,29.414379893740144
228,29.414458170077378
229,29.414535895497266
230,29.414613043124206
231,29.414689596400937
232,29.414765547715092
233,29.41502200117642
234,29.4151063016988
235,29.415189978993244
236,29.41589686342983
237,29.41594573910177
238,29.415991558339037
239,29.416034536266018
240,29.4160748761245
241,29.41611277005575
242,29.416148399552366
243,29.41632264918007
244,29.416367697794257
245,29.416410624692386
246,29.41645157407298
247,29.41649067900063
248,29.41652806220515
249,29.417002715185394
250,29.41705163771986
251,29.417097541258432
252,29.417141023139866
253,29.417182121889073
254,29.417220875776234
255,29.41725732289671
256,29.417291501238044
257,29.41732344873601
258,29.4173532033212
259,29.417380802957645
260,29.41767559420449
261,29.41771411852647
262,29.41775875455283
263,29.417810931511145
264,29.4178599388835
265,29.41790697353866
266,29.41795198139338
267,29.417994920281796
268,29.418035758820103
269,29.418074475358246
270,29.41811105701303
271,29.418145498777612
272,29.41817780270232
273,29.418207977142018
274,29.418236036065622
275,29.41826199842339
276,29.41828588756804
277,29.418307730725818
278,29.418327558513894
279,29.418345404500805
280,29.418433293542407
281,29.418459201389172
282,29.418483356966775
283,29.418505785543548
284,29.418526515732083
285,29.418545578942776
286,29.418563008901057
287,29.418578841222075
288,29.418609225074295
289,29.418625856416064
290,29.418641255377572
291,29.418655525006542
292,29.4189390682897
293,29.418951349571206
294,29.41896248020885
295,29.41897250669527
296,29.41898147470128
297,29.41898942896874
298,29.41899641322039
299,29.419002470085864
300,29.419007641041922
301,29.41901196636544
302,29.419015485097493
303,29.419018235017354
304,29.419020252625046
305,29.419021573131584
306,29.419022230455795
307,29.41902225722692
308,29.41902168479229
309,29.419020543229262
310,29.419018861360975
311,29.419016666775285
312,29.419013985846384
313,29.419010843758805
314,29.419007264533292
315,29.419003271054255
316,29.418998885098613
317,29.418994127365593
318,29.418989017507418
319,29.418983574160553
320,29.41897781497746
321,29.418971756658582
322,29.419186611916324
323,29.419193347637798
324,29.41919688738058
325,29.419198845667342
326,29.419245354102067
327,29.41924613043158
328,29.41924527500718
329,29.419242917317483
330,29.419239179763288
331,29.419234178038394
332,29.419228021476737
333,29.419220813376597
334,29.419212651303944
335,29.419203627376803
336,29.419193828532165
337,29.419183336777287
338,29.419172229426465
339,29.419160579324718
340,29.41914845505952
341,29.419135921161416
342,29.41914865377366
