,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,0.7290905621775369,1.8958891760305832,0.37816251960217356,0.12167501649282841,0.12898291075741067,0.06651722238316789,2.2697546239876076,0.05616534222974544,0.0,0.31306770165090136,0.0,0.0,0.05616534222974544,1.454273506962975,0.0,0.9766390364837128,0.4001572083672233,0.7065731681919482,0.0,0.0,2.2697546239876076,0.4627822555257742,0.46566243973045984,2.240893199201458,0.0,0.15634896910398005,1.1787795711596507,0.0,0.05194539579613895,0.0,1.9507753952317897,0.0,1.454273506962975,1.4882521937955997,0.144043571160878,0.0,1.2023798487844113,1.5327792143584575,0.9787379841057392,0.0,0.0,1.0544517269311366,0.0,0.0,0.386902497859262,0.0,0.0,0.0,1.469358769900285,0.4627822555257742,0.15634896910398005,0.0,0.41059850193837233,0.0,0.0,0.0,2.240893199201458,0.0,0.0,0.0,2.240893199201458,0.37816251960217356,0.41059850193837233,0.144043571160878,0.0,0.0,0.12898291075741067,0.0,0.0,1.8958891760305832,1.7858704939058352,0.0,0.0,0.0,0.0,0.0,0.0,1.2302906807277207,1.764052345967664,0.0,0.0,0.05194539579613895,0.0,0.0,0.0,0.0,0.0,0.4001572083672233,0.9008264869541871,0.15634896910398005,1.2224450703824274,0.0,1.2302906807277207,0.0,0.0,0.4627822555257742,0.15634896910398005,0.1549474256969163,1.469358769900285
1,0.0,0.5781495919883762,2.0682370032708524,0.21187972812864025,0.07114893243079551,0.08471361308229926,0.12091318799283914,2.1614358880264146,0.15807981618843955,0.0,0.15172496029349208,0.0,0.022022657003421688,0.15807981618843955,1.2801648251176987,0.0,0.992264262250072,0.2666430887554449,0.7211398845997269,0.0,0.0,2.1614358880264146,0.5257892825993549,0.4461983144047577,2.1172962214718383,0.0,0.0,0.703541576693355,0.0,0.007632924391918269,0.0,1.996789191867093,0.0,1.2801648251176987,1.4897217124083826,0.33553218952794905,0.022022657003421688,1.151870101371026,1.4319659171557795,0.9566816638732405,0.0,0.0,1.1716617179292688,0.0,0.0,0.5374487748841033,0.0,0.0,0.0,1.3395218851510737,0.5257892825993549,0.0,0.0,0.13525037877463725,0.0,0.0,0.0,2.1172962214718383,0.0,0.0,0.0,2.1172962214718383,0.21187972812864025,0.13525037877463725,0.33553218952794905,0.0,0.0,0.08471361308229926,0.0,0.0,2.0682370032708524,1.7449512462720385,0.0,0.0,0.0,0.0,0.0,0.0,1.1318148955834242,1.9203345200688562,0.0,0.0,0.007632924391918269,0.0,0.0,0.0,0.03029448305285749,0.0,0.2666430887554449,1.1750717741354704,0.0,1.2262062111097005,0.0,1.1318148955834242,0.0,0.0,0.5257892825993549,0.0,0.01304639808419135,1.3395218851510737
2,0.0,0.49807088267304056,2.1916329852555294,0.04191210761063983,0.0013754683018385734,0.046816810668163414,0.15200922304838158,2.0631810922582643,0.2893337644669788,0.0,0.0,0.0,0.06733867135702443,0.2893337644669788,1.1185954085258945,0.0,1.0200355788561994,0.1171109031624106,0.7395486836078968,0.0,0.0,2.0631810922582643,0.5536109911056822,0.42024345206587166,1.9689582869364202,0.0,0.0,0.37164902449535814,0.0,0.0,0.0,2.0348020845523576,0.0,1.1185954085258945,1.468809408541359,0.48240601877892686,0.06733867135702443,1.1146624559532792,1.3238684740869984,0.8914057914459707,0.0,0.0,1.2655996849116984,0.0,0.0,0.6212786742887929,0.0,0.0,0.0,1.2343421618948751,0.5536109911056822,0.0,0.0,0.0,0.0,0.0,0.0,1.9689582869364202,0.0,0.0,0.0,1.9689582869364202,0.04191210761063983,0.0,0.48240601877892686,0.0,0.0,0.046816810668163414,0.0,0.0,2.1916329852555294,1.6769621581476963,0.0,0.0,0.0,0.0,0.0,0.0,1.0571595198470998,2.04756709626505,0.0,0.0,0.0,0.0,0.0,0.0,0.13065551623400062,0.0,0.1171109031624106,1.4292614097540843,0.0,1.2074797207124381,0.0,1.0571595198470998,0.0,0.0,0.5536109911056822,0.0,0.0,1.2343421618948751
3,0.0,0.44321216871867236,2.2615810531203326,0.0,0.0,0.0085590824879765,0.16144225171418664,1.967096354065588,0.4369891260566854,0.0,0.0,0.0,0.11057140512417508,0.4369891260566854,0.9636673173182722,0.0,1.0386411259283073,0.0,0.7500597279017464,0.0,0.0,1.967096354065588,0.5526264747023845,0.3843056286501949,1.8043194534739149,0.0,0.0,0.10627855111457343,0.0,0.0,0.0,2.068114480160122,0.0,0.9636673173182722,1.4311720647240451,0.5915881308451707,0.11057140512417508,1.0884204901587906,1.2073508821408352,0.7967480374722375,0.0,0.0,1.3305867345603033,0.0,0.0,0.6556498107920398,0.0,0.0,0.0,1.145378204442642,0.5526264747023845,0.0,0.0,0.0,0.0,0.0,0.0,1.8043194534739149,0.0,0.0,0.0,1.8043194534739149,0.0,0.0,0.5915881308451707,0.0,0.0,0.0085590824879765,0.0,0.0,2.2615810531203326,1.5797917681057834,0.0,0.07334924318144324,0.07334924318144324,0.0,0.0,0.0,0.9949281848739313,2.142776513456303,0.0,0.07334924318144324,0.0,0.0,0.0,0.0,0.19775857996718052,0.0,0.0,1.6563519174658536,0.0,1.1711918346961043,0.0,0.9949281848739313,0.0,0.0,0.5526264747023845,0.0,0.0,1.145378204442642
4,0.0,0.4033949771088484,2.290424702486803,0.0,0.0,0.0,0.16378645193836025,1.8729525969319114,0.5933356174069705,0.0,0.0,0.0,0.15276314223034484,0.5933356174069705,0.815498164737722,0.0,1.0486275674335337,0.0,0.7541998669330556,0.0,0.0,1.8729525969319114,0.5441267538973484,0.33968754260954354,1.6368118186958422,0.0,0.0,0.0,0.0,0.0,0.0,2.1037180918561122,0.0,0.815498164737722,1.3833854864034234,0.6756953607899684,0.15276314223034484,1.068980992967347,1.0883626994439584,0.6890363560393545,0.0,0.0,1.3805320601708524,0.0,0.0,0.6674677869359343,0.0,0.0,0.0,1.0724015290731126,0.5441267538973484,0.0,0.0,0.0,0.0,0.0,0.0,1.6368118186958422,0.0,0.0,0.0,1.6368118186958422,0.0,0.0,0.6756953607899684,0.0,0.0,0.0,0.0,0.0,2.290424702486803,1.4652646392360114,0.0,0.19839336329884572,0.19839336329884572,0.0,0.0,0.0,0.9397115063672294,2.217733482457299,0.0,0.19839336329884572,0.0,0.0,0.0,0.0,0.25363016094650914,0.0,0.0,1.8564861070350402,0.0,1.1250618519772726,0.0,0.9397115063672294,0.0,0.0,0.5441267538973484,0.0,0.0,1.0724015290731126
5,0.0,0.37038781260278825,2.294918125611828,0.0,0.0,0.0,0.17051245194099496,1.7830446207549266,0.7599318091744631,0.0,0.0,0.0,0.1927783832322152,0.7599318091744631,0.6773313274401109,0.0,1.0531509536568704,0.0,0.7520442611943642,0.0,0.0,1.7830446207549266,0.5426712508118757,0.2910272253758156,1.4771257674448626,0.0,0.0,0.0,0.0,0.0,0.0,2.143976690225351,0.0,0.6773313274401109,1.3287852102933437,0.7506065193568574,0.1927783832322152,1.0556896882490945,0.969924603715417,0.5871738504892765,0.0,0.0,1.4233126528332722,0.0,0.0,0.6791433322288963,0.0,0.0,0.0,1.011288322735227,0.5426712508118757,0.0,0.0,0.0,0.0,0.0,0.0,1.4771257674448626,0.0,0.0,0.0,1.4771257674448626,0.0,0.0,0.7506065193568574,0.0,0.0,0.0,0.0,0.0,2.294918125611828,1.344559263811549,0.0,0.3136733562213672,0.3136733562213672,0.0,0.0,0.0,0.8923159422052942,2.281895061419519,0.0,0.3136733562213672,0.0,0.0,0.0,0.0,0.3107151260289721,0.0,0.0,2.0405731520404613,0.0,1.073837019283381,0.0,0.8923159422052942,0.0,0.0,0.5426712508118757,0.0,0.0,1.011288322735227
6,0.0,0.34754019695975674,2.2791282481081847,0.0,0.0,0.0,0.18338727264532687,1.698284039295958,0.9371188079774765,0.0,0.0,0.0,0.2307230665427786,0.9371188079774765,0.5490912582742014,0.0,1.0535520913127725,0.0,0.7438854778761295,0.0,0.0,1.698284039295958,0.5497712201073311,0.23973648975481388,1.32775712798246,0.0,0.0,0.0,0.0,0.0,0.0,2.189868137835167,0.0,0.5490912582742014,1.2694850358007232,0.821843992407502,0.2307230665427786,1.0478418167484298,0.8504634536140827,0.49565983806390174,0.0,0.0,1.4610578255657447,0.0,0.0,0.6953050518524249,0.0,0.0,0.0,0.959951819761668,0.5497712201073311,0.0,0.0,0.0,0.0,0.0,0.0,1.32775712798246,0.0,0.0,0.0,1.32775712798246,0.0,0.0,0.821843992407502,0.0,0.0,0.0,0.0,0.0,2.2791282481081847,1.2207210712567431,0.0,0.4189310516870865,0.4189310516870865,0.0,0.0,0.0,0.8514320645792456,2.337546542931765,0.0,0.4189310516870865,0.0,0.0,0.0,0.0,0.37164907716342566,0.0,0.0,2.2109975810935367,0.0,1.0171722277437296,0.0,0.8514320645792456,0.0,0.0,0.5497712201073311,0.0,0.0,0.959951819761668
7,0.0,0.3293817194648844,2.2388177534060008,0.0,0.0,0.0,0.19798801110149164,1.6149720436553063,1.1244535177325494,0.0,0.0,0.0,0.2673626069490677,1.1244535177325494,0.4257613099295177,0.0,1.0478298923486637,0.0,0.729384928399129,0.0,0.0,1.6149720436553063,0.5603360938659635,0.18313819987642696,1.186791514762156,0.0,0.0,0.0,0.0,0.0,0.0,2.2383529941487987,0.0,0.4257613099295177,1.2039194406594431,0.8851347466634074,0.2673626069490677,1.0424896423857617,0.7274247926975026,0.4099224281269451,0.0,0.0,1.4881668962794572,0.0,0.0,0.7112528798567284,0.0,0.0,0.0,0.915272022124658,0.5603360938659635,0.0,0.0,0.0,0.0,0.0,0.0,1.186791514762156,0.0,0.0,0.0,1.186791514762156,0.0,0.0,0.8851347466634074,0.0,0.0,0.0,0.0,0.0,2.2388177534060008,1.0920276643596678,0.0,0.5105091355734445,0.5105091355734445,0.0,0.0,0.0,0.8147305367615247,2.3793423613419575,0.0,0.5105091355734445,0.0,0.0,0.0,0.0,0.430119797522505,0.0,0.0,2.364700561542437,0.0,0.9519851113754735,0.0,0.8147305367615247,0.0,0.0,0.5603360938659635,0.0,0.0,0.915272022124658
8,0.0,0.3059018908435885,2.1747489224046577,0.0,0.0,0.0,0.21050136745177,1.5297803791831774,1.3185500865661253,0.0,0.0,0.0,0.3041593551961736,1.3185500865661253,0.3041782967197311,0.0,1.0382752940304687,0.0,0.707051514837479,0.0,0.0,1.5297803791831774,0.573469966096481,0.11907114725673364,1.053268218659878,0.0,0.0,0.0,0.0,0.02172813974654029,0.0,2.2886764848915035,0.0,0.3041782967197311,1.1344320997338997,0.941035142992865,0.3041593551961736,1.0361214153930094,0.6024865159440341,0.3267760570770986,0.0,0.0,1.5037619635887458,0.0,0.0,0.7270629354676206,0.0,0.0,0.0,0.8756222577430536,0.573469966096481,0.0,0.0,0.0,0.0,0.0,0.0,1.053268218659878,0.0,0.0,0.0,1.053268218659878,0.0,0.0,0.941035142992865,0.0,0.0,0.0,0.0,0.0,2.1747489224046577,0.9615041125041484,0.0,0.5868509166239504,0.5868509166239504,0.0,0.0,0.0,0.7840289017842461,2.4087435721271033,0.0,0.5868509166239504,0.02172813974654029,0.0,0.0,0.0,0.4845679737016576,0.0,0.0,2.5036295018245114,0.0,0.8752143847041491,0.0,0.7840289017842461,0.0,0.0,0.573469966096481,0.0,0.0,0.8756222577430536
9,0.0,0.2764160337817967,2.0908406804746575,0.0,0.0,0.0,0.21377657418075993,1.4415599610255347,1.5122333609942011,0.0,0.0,0.0,0.34183680772459224,1.5122333609942011,0.1834816101344905,0.0,1.0283034410601488,0.0,0.6741762162476017,0.0,0.0,1.4415599610255347,0.5849996045829668,0.045970733630460905,0.9280835176354502,0.0,0.0,0.0,0.0,0.04671151381367527,0.0,2.3434568189686935,0.0,0.1834816101344905,1.0688327420458246,0.9888363827264136,0.34183680772459224,1.0274192971821425,0.4727427989696716,0.24405466599821307,0.0,0.0,1.5121385047728322,0.0,0.10049967356877593,0.741806689234307,0.0,0.0,0.10049967356877593,0.8413261809774815,0.5849996045829668,0.0,0.0,0.0,0.0,0.0,0.0,0.9280835176354502,0.0,0.0,0.0,0.9280835176354502,0.0,0.0,0.9888363827264136,0.0,0.0,0.0,0.0,0.0,2.0908406804746575,0.8397931876687922,0.0,0.6470945117547591,0.6470945117547591,0.0,0.0,0.0,0.7557983411828566,2.4289180649046127,0.0,0.6470945117547591,0.04671151381367527,0.10049967356877593,0.0,0.0,0.5344186665909939,0.0,0.0,2.627255451174531,0.0,0.7841373137933758,0.0,0.7557983411828566,0.0,0.0,0.5849996045829668,0.0,0.0,0.8413261809774815
