,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,1.2465111208672093,0.0,1.548762187128579,1.978408749378274,0.0,0.0
1,0.0,0.0,0.0,0.0,1.154097067645088,0.0,1.5051763944374232,1.8469360945597686,0.0,0.0
2,0.0,0.0,0.0,0.0,1.0678316340407787,0.0,1.4640855819373737,1.7242290966471114,0.0,0.0
3,0.0,0.0,0.0,0.0,0.9869965152794089,0.0,1.4232174456850357,1.6097322206534006,0.0,0.0
4,0.0,0.0,0.0,0.0,0.9116132685660298,0.0,1.3823413098482453,1.5031821032288961,0.0,0.0
5,0.0,0.0,0.0,0.0,0.8413207368899269,0.0,1.3412927444854972,1.4041796225394505,0.0,0.0
6,0.0,0.0,0.0,0.0,0.7759696028885039,0.0,1.3012914615309166,1.3122692735421995,0.0,0.0
7,0.0,0.0,0.0,0.0,0.7152764650796795,0.0,1.2623650773592576,1.2270166802082656,0.0,0.0
8,0.0,0.0,0.0,0.0,0.6589445763751228,0.0,1.2239715470558803,1.1480336925339572,0.0,0.025841539123669807
9,0.0,0.0,0.0,0.0,0.6070371769427166,0.0,1.1861369372871924,1.0750474910294419,0.0,0.09198906183278464
10,0.0,0.0,0.0,0.0,0.5593708382023947,0.0,1.1494063216193915,1.0077106885301408,0.0,0.1539048033513153
11,0.0,0.0,0.0,0.0,0.5155779935428885,0.0,1.1137854155898952,0.9456607055772198,0.0,0.21187515968348783
12,0.0,0.0,0.0,0.0,0.4753927353901381,0.0,1.079313985592481,0.8885481931719628,0.0,0.26611712833820006
13,0.0,0.0,0.0,0.0,0.4385660841877959,0.0,1.0460203328616753,0.8360451471949402,0.0,0.31683623818748885
14,0.0,0.0,0.0,0.0,0.40481063833470676,0.0,1.0137486885293305,0.787840529178275,0.0,0.3641317920162862
15,0.0,0.0,0.0,0.0,0.37388533751323383,0.0,0.9826462170168915,0.7436567464884256,0.0,0.4081059309195423
16,0.0,0.0,0.0,0.0,0.34561295407065695,0.0,0.9528483830128279,0.7032242478258695,0.0,0.44898721269675257
17,0.0,0.0,0.0,0.0,0.31979828973286223,0.0,0.9242805233063396,0.6662883754499018,0.0,0.48695607975153543
18,0.0,0.0,0.0,0.0,0.29630201857321825,0.0,0.8968979375416753,0.6326312171839656,0.0,0.5222426006893545
19,0.0,0.0,0.0,0.0,0.27484651183805225,0.0,0.8697069919829936,0.6018316765594254,0.0,0.5546695855004229
20,0.0,0.0,0.0,0.0,0.2554344681553073,0.0,0.8430109934694259,0.5735762851390291,0.0,0.5845417753846202
21,0.0022535868321540828,0.0,0.0,0.0,0.23778981639338714,0.0,0.8163883612381067,0.5479463933298163,0.0,0.6117246861418453
22,0.015045723770048428,0.0,0.0,0.0,0.2217092622908619,0.0,0.78979307742416,0.524864271262175,0.0,0.636168573180737
23,0.029348206855327297,0.0,0.0,0.0,0.2072409204161399,0.0,0.7641583755093346,0.5041712433875007,0.0,0.6582508043538375
24,0.04496589454363657,0.0,0.0,0.0,0.1942582391003571,0.0,0.7394973206934968,0.48568705803592666,0.0,0.6781166913380863
25,0.06166696405023178,0.0,0.0,0.0,0.18263946029189188,0.0,0.7158007436849401,0.4692419631264155,0.0,0.6959019251002508
26,0.07902781724435497,0.0,0.0,0.0,0.17225390366550228,0.0,0.693045836873355,0.4546545748600677,0.0,0.7117784187527249
27,0.09718384881436788,0.0,0.0,0.0,0.16302207697718205,0.0,0.6713558192554067,0.4417613130669967,0.0,0.7259379319949938
