,0
0,39.54764771252416
1,39.473189343805906
2,39.47253498545345
3,39.473723679417766
4,39.47351223719929
5,39.47273141689461
6,39.471783106249404
7,39.47182319601644
8,39.47124387881975
9,39.470379685672356
10,39.46949661874837
11,39.47001711747464
12,39.46954680190697
13,39.46942205495751
14,39.468076924072506
15,39.466731896501706
16,39.46922116847982
17,39.467996967650905
18,39.46710495178085
19,39.46584542066984
20,39.46544108743178
21,39.46658267156086
22,39.46538787535307
23,39.464217640967846
24,39.46307568457983
25,39.46196499148264
26,39.46098215988444
27,39.461007513207605
28,39.45998971099269
29,39.45900707627882
30,39.45908492523589
31,39.45829690856246
32,39.45753257704376
33,39.45778855415884
34,39.457078593857716
35,39.45639464070182
36,39.455736326869584
37,39.45510318122243
38,39.45477156292523
39,39.45419357208517
40,39.45417115949121
41,39.453750149286456
42,39.45328775411504
43,39.452842437209384
44,39.45241349511672
45,39.45200023822029
46,39.45186687479577
47,39.451897755982834
48,39.45153031258562
49,39.45117469148138
50,39.45083053199091
51,39.450497484394695
52,39.45017521006044
53,39.449896307804124
54,39.449893698898094
55,39.44978933062658
56,39.44954627949306
57,39.44937467043311
58,39.449242958709576
59,39.449017972086374
60,39.44879760111548
61,39.44858186142327
62,39.448370682039396
63,39.44817419082262
64,39.447980218452784
65,39.44829691764582
66,39.44842518580314
67,39.448251921841994
68,39.448083944878576
69,39.447921163794845
70,39.44776348546789
71,39.44761081512442
72,39.44768889006225
73,39.44754112238808
74,39.447717572376924
75,39.4476031527444
76,39.44748559292141
77,39.44737138599042
78,39.44726044819832
79,39.44715269826227
80,39.4470480571631
81,39.44694644795983
82,39.44684779562358
83,39.446874109206824
84,39.44678955183441
85,39.44693981586034
86,39.4468603845874
87,39.44678313772687
88,39.44670801582356
89,39.446634960755816
90,39.44680508879384
91,39.4467482949985
92,39.44669353990229
93,39.44664240955531
94,39.44659077678047
95,39.44654110168895
96,39.44649329957549
97,39.446447288870196
98,39.44640299104505
99,39.44636033052301
100,39.446496452201785
101,39.44646220794572
102,39.44654959141926
103,39.44651793237014
104,39.44648748887609
105,39.44645819481068
106,39.4464299810977
107,39.4464636608335
108,39.44644868127087
109,39.446434189912466
110,39.446420148979264
111,39.44640652234907
112,39.446393276710545
113,39.44638038129688
114,39.44636780764699
115,39.44635552939129
116,39.44634352205985
117,39.44633176291049
118,39.44632023077487
119,39.446308905920766
120,39.44629776992878
121,39.446286805582076
122,39.44627599676761
123,39.44626532838787
124,39.446254786281706
125,39.446244357153525
126,39.44623402850975
127,39.44622378860187
128,39.44621362637522
129,39.44620353142299
130,39.44619349394474
131,39.44618350470893
132,39.446173555019094
133,39.44616363668318
134,39.44615374198561
135,39.44614386366185
136,39.44613399487517
137,39.44613525252843
138,39.44612755666539
139,39.4461195782647
140,39.44611139094212
141,39.44610299630518
142,39.44609439613998
143,39.44608559239511
144,39.44607658716751
145,39.446206022149944
146,39.446194844533096
147,39.446183503555055
148,39.446171988027025
149,39.44616028619245
150,39.44614838795771
151,39.446256394205854
152,39.44624640979586
153,39.44623610234186
154,39.44622547755316
155,39.44621454162649
156,39.4462033012594
157,39.44619176358715
158,39.4461799361248
159,39.44616782671427
160,39.446155443476016
161,39.446142794764775
162,39.446129889129416
163,39.446116735276334
164,39.44610334203628
165,39.446089718334235
166,39.44607587316223
167,39.44606181555473
168,39.44604755456665
169,39.44609189169288
170,39.44608172782566
171,39.446071334702474
172,39.44606073467196
173,39.44604994842275
174,39.44603899518876
175,39.446027892857444
176,39.446016658069496
177,39.44600530631051
178,39.44599385199566
179,39.44598230854765
180,39.44597068846875
181,39.44595900340728
182,39.44594726421904
183,39.44593548102418
184,39.4459236632597
185,39.44591181972827
186,39.445899958643224
187,39.44588808767043
188,39.44587621396712
189,39.44586434421785
190,39.445852484667995
191,39.445840641154795
192,39.4458288191362
193,39.44581702371784
194,39.44580525967782
195,39.44579353149015
196,39.44578184334625
197,39.44577019917512
198,39.44575860266205
199,39.44574705726607
200,39.445735566236166
201,39.44572413262642
202,39.44571275930998
203,39.44570144899217
204,39.445690204222615
205,39.44567902740653
206,39.445667920815175
207,39.445656886595565
208,39.4456459267795
209,39.44563504329183
210,39.44562423795828
211,39.445613512512416
212,39.4456028686024
213,39.44559230779688
214,39.445581831590644
215,39.44557144140969
216,39.44556113861589
217,39.44555092451134
218,39.44554080034212
219,39.445530767301975
220,39.44552082653543
221,39.4455109791407
222,39.445501226172325
223,39.44549156864346
224,39.44548200752796
225,39.445472543762236
226,39.44546317824687
227,39.445453911848006
228,39.445457122716675
229,39.44544879320717
230,39.445440559612265
231,39.44543242171419
232,39.44542437930911
233,39.44541643221231
234,39.44540858026222
235,39.44540082332324
236,39.445393161287754
237,39.44538559407721
238,39.44537812164259
239,39.445370743964205
240,39.44536346105103
241,39.44535627293952
242,39.44534917969218
243,39.44534218139568
244,39.44533527815886
245,39.44532847011047
246,39.44532175739677
247,39.44531514017901
248,39.445308618630875
249,39.44530219293581
250,39.445295863284414
251,39.44528962987175
252,39.445283492894724
253,39.44527745254954
254,39.44527150902915
255,39.44526566252076
256,39.445259913203536
257,39.44525426124623
258,39.44524870680505
259,39.445243250021534
260,39.445237891020575
261,39.445232629908574
262,39.44522746677161
263,39.44522240167389
264,39.44521743465614
265,39.445212565734224
266,39.44520779489782
267,39.44520312210926
268,39.44519854730247
269,39.445194070381916
270,39.44518969122187
271,39.445185409665534
272,39.445181225524514
273,39.445177138578174
274,39.44517314857322
275,39.445169255223384
276,39.44516545820908
277,39.44516175717728
278,39.445158151741396
279,39.44515464148125
280,39.44515122594318
281,39.44514790464015
282,39.44514467705191
283,39.445141542625336
284,39.4451385007747
285,39.445135550882114
286,39.44513269229792
287,39.445129924341245
288,39.445127246300494
289,39.44512465743398
290,39.44512215697055
291,39.44511974411026
292,39.44511741802506
293,39.44511517785959
294,39.44511302273192
295,39.44511095173435
296,39.445108963934295
297,39.44510705837506
298,39.44510523407678
299,39.44510349003726
300,39.445101825232925
301,39.4451002386197
302,39.445098729134
303,39.44509729569362
304,39.4450959371987
305,39.44509465253269
306,39.4450934405633
307,39.44509230014344
308,39.44509123011226
309,39.445090229296
310,39.445089296509025
311,39.44508843055475
312,39.445087630226595
313,39.44508689430892
314,39.44508622157797
315,39.44508561080277
316,39.445085060746074
317,39.445084570165264
318,39.44508413781318
319,39.445083762439126
320,39.44508344278957
321,39.445083177609135
322,39.44508296564135
323,39.4450828056295
324,39.445082696317414
325,39.44508263645025
326,39.44508262477527
327,39.44508266004261
328,39.44508274100594
329,39.44508286642326
330,39.445083035057536
331,39.44508324567738
332,39.44508349705772
333,39.44508378798045
334,39.445084117234984
335,39.4450844836189
336,39.4450848859385
337,39.44508532300936
338,39.44508579365685
339,39.44508629671669
340,39.44508683103537
341,39.44508739547069
342,39.4450879888922
343,39.445088610181585
344,39.445089258233125
345,39.44508993195407
346,39.44509063026501
347,39.44509135210023
348,39.44509209640803
349,39.445092862151114
350,39.44509364830675
351,39.445094453867185
352,39.44509527783979
353,39.44509611924742
354,39.44509697712853
355,39.44509785053743
356,39.445098738544495
357,39.44509964023629
358,39.44510055471575
359,39.445101481102334
360,39.44510241853213
361,39.44510336615797
362,39.44510432314953
363,39.445105288693384
364,39.44510626199312
365,39.445107242269344
366,39.44510822875975
367,39.445109220719104
368,39.4451102174193
369,39.445111218149336
370,39.44511222221533
371,39.445113228940436
372,39.44511423766488
373,39.44511524774583
374,39.44511625855746
375,39.44511726949074
376,39.44511827995345
377,39.44511928937008
378,39.445120297181724
379,39.44512130284596
380,39.445122305836776
381,39.4451233056444
382,39.44512430177521
383,39.44512529375156
384,39.44512628111169
385,39.44512726340952
386,39.44512824021451
387,39.44512921111153
388,39.44513017570062
389,39.44513113359692
390,39.445132084430355
391,39.44513302784556
392,39.44513396350166
393,39.445134891072044
394,39.445135810244196
395,39.44513672071952
396,39.445137622213046
397,39.44513851445333
398,39.445139397182174
399,39.4451402701544
400,39.44514113313768
401,39.44514198591233
402,39.44514282827099
403,39.44514366001851
404,39.44514448097168
405,39.44514529095897
406,39.44514608982037
407,39.445146877407126
408,39.44514765358149
409,39.44514841821656
410,39.445149171195936
411,39.44514991241361
412,39.445150641773665
413,39.445151359190035
414,39.44515206458634
415,39.4451527578956
416,39.44515343906003
417,39.44515410803077
418,39.44515476476773
419,39.445155409239305
420,39.44515604142219
421,39.44515666130109
422,39.44515726886857
423,39.4451578641248
424,39.44515844707735
425,39.44515901774092
426,39.445159576137215
427,39.44516012229464
428,39.44516065624815
429,39.44516117803899
430,39.44516168771453
431,39.445162185328044
432,39.44516267093849
433,39.445163144610305
434,39.44516360641326
435,39.44516405642219
436,39.44516449471685
437,39.44516492138169
438,39.4451653365057
439,39.44516574018219
440,39.44516613250864
441,39.4451665135865
442,39.44516688352099
443,39.44516724242096
444,39.44516759039871
445,39.44516792756982
446,39.445168254052966
447,39.44516856996978
448,39.445168875444665
449,39.44516917060468
450,39.44516945557931
451,39.44516973050041
452,39.445169995501956
453,39.445170250720025
454,39.4451704962925
455,39.445170732359024
456,39.44517095906089
457,39.445171176540825
458,39.445171384942924
459,39.44517158441247
460,39.44517177509586
461,39.445171957140445
462,39.44517213069446
463,39.445172295906836
464,39.44517245292714
465,39.445172601905455
466,39.44517274299229
467,39.44517287633844
468,39.44517300209486
469,39.445173120412704
470,39.44517323144305
471,39.44517333533694
472,39.44517343224521
473,39.44517352231847
474,39.44517360570696
475,39.44517368256051
476,39.44517375302841
477,39.445173817259445
478,39.445173875401665
479,39.44517392760245
480,39.445173974008355
481,39.4451740147651
482,39.44517405001746
483,39.44517407990925
484,39.44517410458323
485,39.44517412418106
486,39.44517413884326
487,39.445174148709135
488,39.44517415391675
489,39.44517415460287
490,39.44517415090291
491,39.44517414295091
492,39.44517413087946
493,39.445174114819714
494,39.445174094901304
495,39.44517407125234
496,39.44517404399936
497,39.445174013267305
498,39.44517397917949
499,39.445173941857576
500,39.44517390142153
501,39.445173857989666
502,39.44517381167853
503,39.44517376260292
504,39.44517371087591
505,39.4451736566088
506,39.445173599911065
507,39.445173540890394
508,39.44517347965266
509,39.44517341630191
510,39.44517335094035
511,39.44517328366835
512,39.44517321458445
513,39.44517314378529
514,39.445173071365694
515,39.445172997418624
516,39.445172922035155
517,39.44517284530453
518,39.44517276731411
519,39.44517268814945
520,39.44517260789418
521,39.44517252663013
522,39.445172444437276
523,39.44517236139377
524,39.44517227757591
525,39.445172193058205
526,39.445172107913315
