,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,1.2465111208672093,0.0,1.548762187128579,1.978408749378274,0.0,0.0
1,0.0,0.0,0.0,0.0,1.113430949041753,0.0,1.5012518194657964,1.812466024000374,0.0,0.0
2,0.0,0.0,0.0,0.0,0.9874387508814692,0.0,1.4529053820558397,1.6626578781232426,0.0,0.0
3,0.0,0.0,0.0,0.0,0.8689083403268869,0.0,1.4005589594753953,1.5288420361388757,0.0,0.0
4,0.0,0.0,0.0,0.0,0.758259702997301,0.0,1.3472290227308628,1.4102615833787904,0.0,0.002297570534071836
5,0.0,0.0,0.0,0.0,0.6563018275810101,0.0,1.2926925493650734,1.3063296368571014,0.0,0.15073608197099714
6,0.0,0.0,0.0,0.0,0.5633435213763951,0.0,1.2387338785711697,1.2162471988952817,0.0,0.2894025925046525
7,0.0,0.0,0.0,0.0,0.4786268203383569,0.0,1.185831679479244,1.1390353717297168,0.0,0.418844156941358
8,0.0,0.0,0.0,0.0,0.40142496319128773,0.0,1.134379811660777,1.0737765527880643,0.0,0.5396101004111964
9,0.0,0.0,0.0,0.0,0.3309997969170091,0.0,1.0842932609650298,1.0195943096100069,0.0,0.6516784500154609
10,0.0,0.0,0.0,0.0,0.266650011254327,0.0,1.0357504329497769,0.9754872467143356,0.0,0.7550864724918291
11,0.0,0.0,0.0,0.0,0.2082126075078293,0.0,0.9868867159820021,0.9396066052459382,0.0,0.8493195206994736
12,0.0,0.0,0.0,0.0,0.1561039509787958,0.0,0.9402293125940876,0.9115751656910943,0.0,0.9358507797304303
13,0.0,0.0,0.0,0.0,0.10972098135196957,0.0,0.8961469675614471,0.8919317861984812,0.0,1.0146349864082227
14,0.024761158646095627,0.0,0.0,0.0,0.06748722430329505,0.0,0.8502444680185659,0.8796799510889768,0.0,1.0846886708418195
15,0.05259377748807644,0.0,0.0,0.0,0.029786269649502595,0.0,0.8077652392234677,0.8731230425310277,0.0,1.1477714893013744
